username;Data;stories
ocupa_politica;27/5/2018-23:44;0
agoramovimento;27/5/2018-23:44;6
as_muitas;27/5/2018-23:44;0
bancadaativista;27/5/2018-23:44;2
renovabr;27/5/2018-23:44;0
midianinja;27/5/2018-23:45;1
342artes;27/5/2018-23:45;0
movimentosemterra;27/5/2018-23:45;0
movimentolutanosbairros;27/5/2018-23:45;0
uneoficial;27/5/2018-23:45;0
cutbrasil;27/5/2018-23:45;0
coletivojuntos;27/5/2018-23:45;0
movimentocorrenteza;27/5/2018-23:45;0
ujs_brasil;27/5/2018-23:45;20
ujr_brasil;27/5/2018-23:45;0
movimentoolga;27/5/2018-23:45;0
ubesoficial;27/5/2018-23:45;0
ujcbrasil;27/5/2018-23:45;0
rua_juventudeanticapitalista;27/5/2018-23:45;1
afronte.nacional;27/5/2018-23:45;0
contag;27/5/2018-23:45;0
portalgeledes;27/5/2018-23:45;0
marchamulheres;27/5/2018-23:45;0
naokahlo;27/5/2018-23:45;0
vemprarua_br;27/5/2018-23:45;0
revoltadoson;27/5/2018-23:45;0
estudantespelaliberdade;27/5/2018-23:45;0
mblivre;27/5/2018-23:45;3
movimentocontraacorrupcao;27/5/2018-23:45;0
nasruasbrasil;27/5/2018-23:45;0
luizinacioluladasilvaoficial;27/5/2018-23:45;0
fernandohaddadoficial;27/5/2018-23:45;0
cirogomes;27/5/2018-23:45;2
jdoriajr;27/5/2018-23:45;0
geraldoalckmin_;27/5/2018-23:45;0
jairmessiasbolsonaro;27/5/2018-23:45;1
micheltemer;27/5/2018-23:45;0
_marinasilva_;27/5/2018-23:45;0
levyfidelix28;27/5/2018-23:45;0
pastoreveraldo;27/5/2018-23:45;0
robertoljustus;27/5/2018-23:45;0
guilhermeboulos.oficial;27/5/2018-23:45;5
jaqueswagner;27/5/2018-23:45;1
fernando_collor;27/5/2018-23:45;0
buarquecristovam;27/5/2018-23:45;0
